sheet_name,indicatorCode,typeOptions,dataelementuid,dataset,validAges,validSexes,validKPs,categoryoptioncombouid
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,40-44,Male,,pe07Wvr90Zc
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,45-49,Female,,Z0jVIrTmC1P
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,45-49,Male,,VZNJvQNlECI
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,50+,Female,,f95YntMQY6i
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,50+,Male,,X1ckVzLvwRB
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,01-04,Female,,rZH5lIUD4nH
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,01-04,Male,,RnaDS67VAvQ
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,05-09,Female,,OdBhPUGWQ5m
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,05-09,Male,,T6zWRBnlJhR
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,10-14,Female,,QdKC55saRRw
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,10-14,Male,,irSyYG6qqBZ
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,15-19,Female,,KAyyHkzmuL1
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,15-19,Male,,fhtynTWtvqv
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,20-24,Female,,HYtbCWnAdG9
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,20-24,Male,,eSoHGswqAsd
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,25-29,Female,,BoN2WhPnYl1
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,25-29,Male,,FmEMWg0TP1j
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,30-34,Female,,zrFplyGIhtL
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,30-34,Male,,tDVcPbjxTPK
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,35-39,Female,,z6KOjZfpQcx
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,35-39,Male,,NlZJe4oDEFK
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,40-44,Female,,Q27GSYLDkGk
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,40-44,Male,,KY39qXVMOj1
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,45-49,Female,,MMyMkF05moq
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,45-49,Male,,NGYepD2stMO
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,50+,Female,,yPnEtFpqtt5
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Positive,DSD,gwHmP4hr3DP,MER,50+,Male,,Z2jmPAIHrel
HTS,HTS_TST_Pediatric.N.Age/Sex/Result.20T.Negative,DSD,N0j5TDUdTHQ,MER,01-04,Female,,D9dXFmijBGl
HTS,HTS_TST_Pediatric.N.Age/Sex/Result.20T.Negative,DSD,N0j5TDUdTHQ,MER,01-04,Male,,OcnRuPmsFUq
HTS,HTS_TST_Pediatric.N.Age/Sex/Result.20T.Positive,DSD,N0j5TDUdTHQ,MER,01-04,Female,,WW9zQXPweSr
HTS,HTS_TST_Pediatric.N.Age/Sex/Result.20T.Positive,DSD,N0j5TDUdTHQ,MER,01-04,Male,,oYSW4DGffvA
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,DSD,dd2WtJJxFYj,MER,10-14,Female,,nGcx0LefZBV
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,DSD,dd2WtJJxFYj,MER,15-19,Female,,mYJxoKsrY9s
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,DSD,dd2WtJJxFYj,MER,20-24,Female,,wC0BzPgXlyS
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,DSD,dd2WtJJxFYj,MER,25-29,Female,,vMqqlUlWcHY
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,DSD,dd2WtJJxFYj,MER,30-34,Female,,UwlQTn6TWp8
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,DSD,dd2WtJJxFYj,MER,35-39,Female,,dNpO4A1jvDF
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,DSD,dd2WtJJxFYj,MER,40-44,Female,,JAaAaNVbkAb
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,DSD,dd2WtJJxFYj,MER,45-49,Female,,nX4I6OWgLhK
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,DSD,dd2WtJJxFYj,MER,50+,Female,,D0FAkQYhM51
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,DSD,dd2WtJJxFYj,MER,10-14,Female,,t0Yya4MImnS
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,DSD,dd2WtJJxFYj,MER,15-19,Female,,nkvwIq2NBOh
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,DSD,dd2WtJJxFYj,MER,20-24,Female,,aRTr56B7STz
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,DSD,dd2WtJJxFYj,MER,25-29,Female,,lRLgTqrkSUb
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,DSD,dd2WtJJxFYj,MER,30-34,Female,,A2MPGbUmeyX
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,DSD,dd2WtJJxFYj,MER,35-39,Female,,dIZKcE7VOzb
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,DSD,dd2WtJJxFYj,MER,40-44,Female,,pOo1PjtGdoO
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,DSD,dd2WtJJxFYj,MER,45-49,Female,,TKDDSbTuQNp
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Positive,DSD,dd2WtJJxFYj,MER,50+,Female,,BVy7dN8KTEA
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,01-04,Female,,prSfkXlKE2r
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,01-04,Male,,yDfHPRaDxwe
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,05-09,Female,,PFWJho4V0Bq
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,05-09,Male,,X8pGUJitiVE
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,10-14,Female,,frIsAnU6KOZ
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,10-14,Male,,RnKGfzcpePu
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,15-19,Female,,ltwvGENFQ0F
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,15-19,Male,,QZCuRi4MOLN
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,20-24,Female,,hyVPPHNEwLB
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,20-24,Male,,az6WUd9cNW8
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,25-29,Female,,TU97qv4vJ5O
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,25-29,Male,,c4FaWCHZi2O
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,30-34,Female,,ydvrOz9X2My
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,30-34,Male,,ldWyKRgvIyU
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,35-39,Female,,NHtO8EwLQ9l
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,35-39,Male,,UQaQKObbrwj
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,40-44,Female,,NFKXwU6Oeta
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,40-44,Male,,pe07Wvr90Zc
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,45-49,Female,,Z0jVIrTmC1P
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,45-49,Male,,VZNJvQNlECI
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,50+,Female,,f95YntMQY6i
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Negative,DSD,JDdf06ZTwyz,MER,50+,Male,,X1ckVzLvwRB
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,01-04,Female,,rZH5lIUD4nH
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,01-04,Male,,RnaDS67VAvQ
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,05-09,Female,,OdBhPUGWQ5m
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,05-09,Male,,T6zWRBnlJhR
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,10-14,Female,,QdKC55saRRw
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,10-14,Male,,irSyYG6qqBZ
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,15-19,Female,,KAyyHkzmuL1
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,15-19,Male,,fhtynTWtvqv
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,20-24,Female,,HYtbCWnAdG9
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,20-24,Male,,eSoHGswqAsd
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,25-29,Female,,BoN2WhPnYl1
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,25-29,Male,,FmEMWg0TP1j
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,30-34,Female,,zrFplyGIhtL
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,30-34,Male,,tDVcPbjxTPK
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,35-39,Female,,z6KOjZfpQcx
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,35-39,Male,,NlZJe4oDEFK
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,40-44,Female,,Q27GSYLDkGk
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,40-44,Male,,KY39qXVMOj1
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,45-49,Female,,MMyMkF05moq
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,45-49,Male,,NGYepD2stMO
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,50+,Female,,yPnEtFpqtt5
HTS,HTS_TST_STIClinic.N.Age/Sex/Result.20T.Positive,DSD,JDdf06ZTwyz,MER,50+,Male,,Z2jmPAIHrel
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,01-04,Female,,prSfkXlKE2r
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,01-04,Male,,yDfHPRaDxwe
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,05-09,Female,,PFWJho4V0Bq
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,05-09,Male,,X8pGUJitiVE
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,10-14,Female,,frIsAnU6KOZ
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,10-14,Male,,RnKGfzcpePu
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,15-19,Female,,ltwvGENFQ0F
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,15-19,Male,,QZCuRi4MOLN
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,20-24,Female,,hyVPPHNEwLB
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,20-24,Male,,az6WUd9cNW8
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,25-29,Female,,TU97qv4vJ5O
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,25-29,Male,,c4FaWCHZi2O
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,30-34,Female,,ydvrOz9X2My
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,30-34,Male,,ldWyKRgvIyU
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,35-39,Female,,NHtO8EwLQ9l
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,35-39,Male,,UQaQKObbrwj
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,40-44,Female,,NFKXwU6Oeta
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,40-44,Male,,pe07Wvr90Zc
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,45-49,Female,,Z0jVIrTmC1P
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,45-49,Male,,VZNJvQNlECI
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,50+,Female,,f95YntMQY6i
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Negative,DSD,pfijmxjaMhp,MER,50+,Male,,X1ckVzLvwRB
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,01-04,Female,,rZH5lIUD4nH
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,01-04,Male,,RnaDS67VAvQ
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,05-09,Female,,OdBhPUGWQ5m
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,05-09,Male,,T6zWRBnlJhR
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,10-14,Female,,QdKC55saRRw
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,10-14,Male,,irSyYG6qqBZ
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,15-19,Female,,KAyyHkzmuL1
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,15-19,Male,,fhtynTWtvqv
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,20-24,Female,,HYtbCWnAdG9
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,20-24,Male,,eSoHGswqAsd
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,25-29,Female,,BoN2WhPnYl1
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,25-29,Male,,FmEMWg0TP1j
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,30-34,Female,,zrFplyGIhtL
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,30-34,Male,,tDVcPbjxTPK
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,35-39,Female,,z6KOjZfpQcx
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,35-39,Male,,NlZJe4oDEFK
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,40-44,Female,,Q27GSYLDkGk
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,40-44,Male,,KY39qXVMOj1
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,45-49,Female,,MMyMkF05moq
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,45-49,Male,,NGYepD2stMO
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,50+,Female,,yPnEtFpqtt5
HTS,HTS_TST_VCT.N.Age/Sex/Result.20T.Positive,DSD,pfijmxjaMhp,MER,50+,Male,,Z2jmPAIHrel
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,01-04,Female,,prSfkXlKE2r
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,01-04,Male,,yDfHPRaDxwe
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,05-09,Female,,PFWJho4V0Bq
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,05-09,Male,,X8pGUJitiVE
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,10-14,Female,,frIsAnU6KOZ
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,10-14,Male,,RnKGfzcpePu
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,15-19,Female,,ltwvGENFQ0F
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,15-19,Male,,QZCuRi4MOLN
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,20-24,Female,,hyVPPHNEwLB
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,20-24,Male,,az6WUd9cNW8
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,25-29,Female,,TU97qv4vJ5O
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,25-29,Male,,c4FaWCHZi2O
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,30-34,Female,,ydvrOz9X2My
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,30-34,Male,,ldWyKRgvIyU
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,35-39,Female,,NHtO8EwLQ9l
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,35-39,Male,,UQaQKObbrwj
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,40-44,Female,,NFKXwU6Oeta
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,40-44,Male,,pe07Wvr90Zc
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,45-49,Female,,Z0jVIrTmC1P
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,45-49,Male,,VZNJvQNlECI
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,50+,Female,,f95YntMQY6i
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Negative,DSD,LHjSe0wtkHp,MER,50+,Male,,X1ckVzLvwRB
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,01-04,Female,,rZH5lIUD4nH
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,01-04,Male,,RnaDS67VAvQ
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,05-09,Female,,OdBhPUGWQ5m
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,05-09,Male,,T6zWRBnlJhR
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,10-14,Female,,QdKC55saRRw
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,10-14,Male,,irSyYG6qqBZ
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,15-19,Female,,KAyyHkzmuL1
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,15-19,Male,,fhtynTWtvqv
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,20-24,Female,,HYtbCWnAdG9
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,20-24,Male,,eSoHGswqAsd
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,25-29,Female,,BoN2WhPnYl1
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,25-29,Male,,FmEMWg0TP1j
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,30-34,Female,,zrFplyGIhtL
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,30-34,Male,,tDVcPbjxTPK
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,35-39,Female,,z6KOjZfpQcx
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,35-39,Male,,NlZJe4oDEFK
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,40-44,Female,,Q27GSYLDkGk
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,40-44,Male,,KY39qXVMOj1
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,45-49,Female,,MMyMkF05moq
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,45-49,Male,,NGYepD2stMO
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,50+,Female,,yPnEtFpqtt5
HTS,HTS_TST_VCTMod.N.Age/Sex/Result.20T.Positive,DSD,LHjSe0wtkHp,MER,50+,Male,,Z2jmPAIHrel
KP,HTS_TST.N.KeyPop/Result.20T.Negative,DSD,ef1o9r1kDIH,MER,,,FSW,moJTjWdUcXY
KP,HTS_TST.N.KeyPop/Result.20T.Negative,DSD,ef1o9r1kDIH,MER,,,MSM,kkkbGchekdj
KP,HTS_TST.N.KeyPop/Result.20T.Negative,DSD,ef1o9r1kDIH,MER,,,People in prisons and other enclosed settings,qyNXQhzWglM
KP,HTS_TST.N.KeyPop/Result.20T.Negative,DSD,ef1o9r1kDIH,MER,,,PWID,nEKvoyX7K7X
